,id,text,created_at
71,1496442245817729029,"RT @jokowi: Kolaborasi Pengembangan Ekosistem Kendaraan Listrik diluncurkan hari ini di di Jakarta. 

Kolaborasi BUMN dan swasta ini jadi l…",2022-02-23T11:10:08.000Z
72,1496442236636176389,"RT @dennysirregar7: Mau muntah gua... 

https://t.co/UonFT0FRar",2022-02-23T11:10:06.000Z
73,1496442233213501441,"Betul itu pak, harus adil. Masa rakyat Tiongkok mulu yg dibantu.... gantian dong. 
Anda ini lebih cocok jd sekjen PBB koq.....mulia kali hati bapak. 
Bismillah komisaris. 😌 https://t.co/LPVbaTLlvK",2022-02-23T11:10:05.000Z
74,1496442232123301892,@ilhamkhoiri @hariankompas @yunartowijaya @muchlis_ar @emerson_yuntho @BiLLYKHAERUDIN Iya kalau bisa sepadan @Jokowi....agar Indonesia bisa Cepat maju n makmur Rakyat kecil x.......,2022-02-23T11:10:05.000Z
75,1496442229313142787,RT @republikaonline: Kepala daerah dinilai trauma karena marahnya Risma dipolitisasi. https://t.co/2DUBgHwZw2,2022-02-23T11:10:04.000Z
76,1496442226591014912,"RT @democrazymedia: Ekonom Senior ke Jokowi: Mundur Mas, Rakyat Sudah Sengsara!
https://t.co/zKhz92S8B0",2022-02-23T11:10:04.000Z
77,1496442224519028742,"RT @dennysirregar7: Mau muntah gua... 

https://t.co/UonFT0FRar",2022-02-23T11:10:03.000Z
78,1496442219347460099,RT @Paltiwest: Kinerja Jokowi Joss 👍 https://t.co/LUWn4TGa5K,2022-02-23T11:10:02.000Z
79,1496442216705060866,"Dulu ada bilang digebukin rezim,
Nyatanya oplas.
Sekarang ada lgi bilang digebukin rezim, nyatanya digebukin depcolector.

Ternyata lawan Jokowi itu para penipu. https://t.co/1ROVfHmnDu",2022-02-23T11:10:01.000Z
80,1496442213752270854,Pripun niki Ndoro @ganjarpranowo ? @jokowi @erickthohir @bahlillahadalia @ArifinTasrif @ListyoSigitP @KPK_RI @firlibahuri https://t.co/TwYEHPmdmc https://t.co/BV1gCvRqrr https://t.co/PhdeHSzO0n,2022-02-23T11:10:00.000Z
81,1496442204470276099,"RT @democrazymedia: Habib Bahar Smith: Setan Saja Saya Makan, Apalagi Cuma Jokowi Sama Luhut!
https://t.co/HeEEmzfDAa",2022-02-23T11:09:58.000Z
82,1496442196555358209,"RT @PointBroo: Keputusan P Jokowi slaku Presiden, RESMI  MENOLAK.. (17/2/2020) https://t.co/MEQSIH83oF",2022-02-23T11:09:56.000Z
83,1496442196337340419,"RT @knpiharis: Mereka di bayar untuk melakukan penganiayaan yang mengakibatkan diri saya hampir saja kehilangan nyawa, tolong pak @jokowi d…",2022-02-23T11:09:56.000Z
84,1496442185880940552,"@jokowi Pak ,mohon  jgn jauh jauh Pak , rakyat Indonesia dululah diurusi, minyak goreng ,kedelai dan JHT .",2022-02-23T11:09:54.000Z
85,1496442180549939201,"RT @MrsRachelIn: Yang ga setuju ga perlu emosi,  mau nyagub lagi bisa bertarung 2024. 

Jokowi Mulai Pilih ASN Pengganti Anies Jabat Gubern…",2022-02-23T11:09:53.000Z
86,1496442174611013632,"RT @djaritakirana: Terus kawal kasus duo terduga korupsi Gibran Kaesang anak Presiden Jokowi di KPK, Jangan sampai Kasusnya ikut menghilang…",2022-02-23T11:09:51.000Z
87,1496442172375191552,"RT @hasmibakhtiar: Di Saudi, beberapa ulama di Hai’ah Kibar mulai meninggalkan fatwa syaikh Bin Baz dan syaikh Utsaimin terkait haramnya ba…",2022-02-23T11:09:51.000Z
89,1496442158571741185,Presiden @jokowi: Pembangunan IKN Usung Konsep Ramah Lingkungan https://t.co/YewMzOkjCv https://t.co/dKMJB73DH7,2022-02-23T11:09:47.000Z
90,1496442158391623682,@dennysirregar7 @jokowi Busuk ternyata...,2022-02-23T11:09:47.000Z
91,1496442156030230528,RT @Darmara02177184: @januar_malki @KangUtang04 @Freedomland414l @Tya_Kalimantan @TeRanie_ @54rwo_00 @MEffendi03 @Pedagangsukses1 @byan145…,2022-02-23T11:09:47.000Z
92,1496442152108556292,"Otok nya hanya duit. duit dr rakyat biar pun rakyat sedang menderita.
selalu ngejain rakyat. Nyedot duit rakyat. Sdh jd duit di maling rame2. 
Sadarkan sekarang kas negara kosong. Disamping utang menggunung.
https://t.co/qaok8zRCyu",2022-02-23T11:09:46.000Z
94,1496442144613335045,"@Giring_Ganesha @jokowi Jilat trs... Biar jd menteri gtu? Ngimpi.... 
Minyak goreng n kedelai tuh tanyain...",2022-02-23T11:09:44.000Z
95,1496442136132452360,"RT @CNNIndonesia: ""Kalau publik enggak ribut, ya kebijakannya terus. Kalau publik ribut, kritik, Pak Jokowi tampil sebagai hero (pahlawan).…",2022-02-23T11:09:42.000Z
96,1496442134698020865,"RT @djaritakirana: Terus kawal kasus duo terduga korupsi Gibran Kaesang anak Presiden Jokowi di KPK, Jangan sampai Kasusnya ikut menghilang…",2022-02-23T11:09:42.000Z
97,1496442132844134404,"RT @OposisiCerdas: Soroti Kinerja Jokowi, Rizal Ramli: Mundur, Jangan Bikin Rakyat Lebih Sengsara
https://t.co/Uw2qMKQ04D",2022-02-23T11:09:41.000Z
98,1496442127999733766,"RT @dennysirregar7: Mau muntah gua... 

https://t.co/UonFT0FRar",2022-02-23T11:09:40.000Z
99,1496442120005369859,"RT @nafikulla: @jokowi betul pak, msyrkat yg kesusahan cari minyak goreng gak usah dibantu https://t.co/84XpcQTg25",2022-02-23T11:09:38.000Z
